OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,Fireplaces,GarageArea,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Utilities_NoSeWa
5.0,1955.0,1995.0,825.0,825.0,1.0,0.0,720.0,125000.0,False,False,False,True,False
7.0,2003.0,2004.0,912.0,2094.0,2.0,1.0,615.0,263000.0,True,False,False,False,False
6.0,1977.0,1977.0,1069.0,1069.0,2.0,0.0,440.0,140000.0,False,False,True,False,False
5.0,1957.0,1957.0,928.0,928.0,1.0,0.0,288.0,112500.0,False,False,False,True,False
8.0,2006.0,2006.0,1709.0,1717.0,2.0,1.0,908.0,255500.0,False,False,True,False,False
4.0,1949.0,2003.0,0.0,1126.0,2.0,0.0,520.0,108000.0,False,False,True,False,False
7.0,2003.0,2004.0,998.0,2046.0,2.0,1.0,871.0,284000.0,False,False,True,False,False
5.0,1922.0,1950.0,993.0,1048.0,1.0,1.0,280.0,113000.0,False,False,False,True,False
5.0,1957.0,1957.0,1092.0,1092.0,1.0,1.0,299.0,141000.0,False,False,True,False,False
4.0,1920.0,1950.0,637.0,1336.0,1.0,0.0,570.0,108000.0,False,False,False,False,False
7.0,1996.0,1997.0,729.0,1446.0,2.0,1.0,406.0,175000.0,False,False,True,False,False
7.0,2003.0,2004.0,1374.0,1557.0,2.0,1.0,420.0,234000.0,False,False,True,False,False
5.0,1957.0,1996.0,1392.0,1392.0,1.0,1.0,528.0,121500.0,False,False,True,False,False
5.0,1974.0,1975.0,1389.0,1389.0,1.0,1.0,418.0,170000.0,False,False,True,False,False
5.0,1940.0,1969.0,996.0,996.0,1.0,1.0,0.0,108000.0,False,False,True,False,False
6.0,1918.0,1950.0,1163.0,1674.0,2.0,1.0,396.0,185000.0,False,False,True,False,False
7.0,1992.0,2000.0,1095.0,2295.0,2.0,1.0,590.0,268000.0,False,False,True,False,False
6.0,1915.0,1950.0,806.0,1647.0,1.0,0.0,216.0,128000.0,False,False,True,False,False
9.0,2005.0,2007.0,1122.0,2504.0,2.0,1.0,656.0,325000.0,False,False,True,False,False
7.0,2004.0,2004.0,1517.0,1535.0,2.0,0.0,532.0,214000.0,False,False,True,False,False
8.0,1983.0,2009.0,1496.0,2132.0,1.0,1.0,612.0,316600.0,False,False,True,False,False
5.0,1979.0,1979.0,943.0,943.0,1.0,2.0,600.0,135960.0,False,False,True,False,False
5.0,1965.0,1965.0,1728.0,1728.0,2.0,0.0,576.0,142600.0,False,False,True,False,False
6.0,1959.0,1959.0,864.0,864.0,1.0,0.0,288.0,120000.0,False,False,True,False,False
7.0,2009.0,2009.0,846.0,1692.0,2.0,0.0,650.0,224500.0,False,False,True,False,False
7.0,2000.0,2000.0,384.0,1430.0,2.0,1.0,400.0,170000.0,False,False,True,False,False
5.0,1971.0,2005.0,372.0,1109.0,1.0,0.0,288.0,139000.0,False,False,True,False,False
5.0,1947.0,1950.0,832.0,1216.0,1.0,0.0,336.0,118500.0,False,False,True,False,False
7.0,1928.0,1950.0,861.0,1477.0,2.0,1.0,216.0,145000.0,False,False,True,False,False
5.0,1966.0,1966.0,1164.0,1320.0,1.0,2.0,564.0,164500.0,False,False,True,False,False
7.0,2007.0,2007.0,689.0,1392.0,2.0,0.0,540.0,146000.0,True,False,False,False,False
5.0,1954.0,1954.0,1050.0,1795.0,2.0,0.0,352.0,131500.0,False,False,False,True,False
6.0,1960.0,1987.0,1144.0,1429.0,1.0,2.0,572.0,181900.0,False,False,True,False,False
8.0,2008.0,2009.0,2042.0,2042.0,2.0,1.0,1390.0,253293.0,False,False,True,False,False
6.0,1990.0,1990.0,816.0,816.0,1.0,0.0,0.0,118500.0,False,False,True,False,False
10.0,1893.0,2000.0,1237.0,2775.0,3.0,1.0,880.0,325000.0,False,False,False,True,False
4.0,1935.0,1995.0,884.0,1573.0,1.0,0.0,240.0,133000.0,False,False,False,True,False
8.0,2005.0,2006.0,1868.0,2028.0,2.0,2.0,880.0,369900.0,False,False,True,False,False
6.0,1918.0,2000.0,816.0,838.0,1.0,0.0,275.0,130000.0,False,False,True,False,False
5.0,1982.0,1982.0,840.0,860.0,1.0,0.0,528.0,137000.0,False,False,True,False,False
5.0,1968.0,2003.0,1437.0,1473.0,1.0,2.0,452.0,143000.0,False,False,True,False,False
5.0,1930.0,1960.0,742.0,935.0,1.0,0.0,308.0,79500.0,False,False,False,True,False
7.0,2004.0,2004.0,770.0,1582.0,2.0,0.0,520.0,185900.0,False,False,True,False,False
10.0,2008.0,2008.0,1722.0,2296.0,2.0,1.0,842.0,451950.0,False,False,True,False,False
5.0,1982.0,2003.0,816.0,816.0,1.0,0.0,816.0,138000.0,False,False,True,False,False
6.0,2003.0,2003.0,848.0,848.0,1.0,0.0,420.0,140000.0,False,False,False,True,False
5.0,1975.0,1975.0,924.0,924.0,1.0,0.0,280.0,110000.0,False,False,True,False,False
8.0,2005.0,2006.0,1814.0,1826.0,2.0,1.0,758.0,319000.0,False,False,True,False,False
6.0,1910.0,1993.0,684.0,1368.0,1.0,0.0,216.0,114504.0,False,False,False,True,False
7.0,2006.0,2007.0,1258.0,1402.0,0.0,1.0,648.0,194201.0,False,False,True,False,False
5.0,1977.0,1977.0,1430.0,1647.0,2.0,1.0,621.0,217500.0,False,False,True,False,False
6.0,1980.0,1980.0,716.0,1556.0,2.0,1.0,452.0,151000.0,False,False,False,True,False
8.0,2005.0,2005.0,1058.0,1904.0,2.0,1.0,736.0,275000.0,False,False,True,False,False
6.0,1937.0,1950.0,780.0,1375.0,1.0,1.0,544.0,141000.0,False,False,False,True,False
8.0,1992.0,1992.0,908.0,1915.0,2.0,1.0,506.0,220000.0,False,False,True,False,False
7.0,2004.0,2005.0,600.0,1200.0,2.0,0.0,480.0,151000.0,True,False,False,False,False
7.0,2002.0,2002.0,1494.0,1494.0,2.0,1.0,530.0,221000.0,False,False,True,False,False
7.0,1965.0,1990.0,768.0,1986.0,2.0,3.0,486.0,205000.0,False,False,True,False,False
5.0,1996.0,1996.0,1040.0,1040.0,1.0,0.0,576.0,152000.0,False,False,True,False,False
5.0,1948.0,2002.0,896.0,2008.0,3.0,0.0,230.0,225000.0,False,False,True,False,False
8.0,1934.0,1998.0,965.0,3194.0,2.0,2.0,380.0,359100.0,False,False,True,False,False
4.0,1961.0,1961.0,1029.0,1029.0,1.0,0.0,261.0,118500.0,False,False,True,False,False
9.0,2000.0,2000.0,1440.0,2153.0,2.0,2.0,736.0,313000.0,False,False,True,False,False
6.0,1978.0,1978.0,1032.0,1032.0,2.0,1.0,564.0,148000.0,False,False,True,False,False
8.0,2001.0,2001.0,1299.0,1872.0,2.0,1.0,531.0,261500.0,False,False,True,False,False
5.0,2007.0,2007.0,1120.0,1120.0,1.0,0.0,0.0,147000.0,False,False,True,False,False
4.0,1972.0,1972.0,630.0,630.0,1.0,0.0,0.0,75500.0,False,False,False,True,False
6.0,1963.0,1963.0,936.0,1054.0,1.0,0.0,480.0,137500.0,False,False,True,False,False
6.0,2002.0,2003.0,783.0,1509.0,2.0,1.0,393.0,183200.0,False,False,True,False,False
6.0,1954.0,1954.0,832.0,832.0,1.0,0.0,528.0,105500.0,False,False,True,False,False
9.0,2007.0,2007.0,1822.0,1828.0,2.0,1.0,774.0,314813.0,False,False,True,False,False
8.0,2003.0,2003.0,1482.0,2262.0,2.0,2.0,749.0,305000.0,False,False,True,False,False
3.0,1914.0,1950.0,864.0,864.0,1.0,0.0,0.0,67000.0,False,False,True,False,False
6.0,1974.0,1997.0,1522.0,2614.0,2.0,1.0,624.0,240000.0,False,False,True,False,False
5.0,1977.0,1977.0,980.0,980.0,1.0,0.0,484.0,135000.0,False,False,True,False,False
6.0,2000.0,2000.0,756.0,1512.0,2.0,1.0,440.0,168500.0,True,False,False,False,False
6.0,1972.0,1972.0,732.0,1790.0,1.0,1.0,484.0,165150.0,False,False,True,False,False
6.0,1962.0,1962.0,1116.0,1116.0,1.0,0.0,440.0,160000.0,False,False,True,False,False
5.0,1960.0,1978.0,978.0,1422.0,1.0,1.0,286.0,139900.0,False,False,True,False,False
6.0,1955.0,1972.0,1156.0,1520.0,1.0,2.0,364.0,153000.0,False,False,True,False,False
5.0,1969.0,1969.0,1040.0,2080.0,1.0,2.0,504.0,135000.0,False,False,True,False,False
6.0,1964.0,1964.0,1248.0,1350.0,1.0,0.0,520.0,168500.0,False,False,True,False,False
5.0,1880.0,1991.0,636.0,1750.0,1.0,0.0,240.0,124000.0,False,False,False,True,False
8.0,2006.0,2006.0,1554.0,1554.0,2.0,1.0,627.0,209500.0,False,False,True,False,False
7.0,1977.0,1977.0,1386.0,1411.0,2.0,1.0,544.0,82500.0,False,False,True,False,False
5.0,1954.0,2005.0,1056.0,1056.0,1.0,0.0,260.0,139400.0,False,False,True,False,False
6.0,1980.0,1980.0,1056.0,1056.0,0.0,0.0,576.0,144000.0,False,False,True,False,False
6.0,1914.0,1995.0,1440.0,3395.0,2.0,0.0,0.0,200000.0,False,True,False,False,False
2.0,1936.0,1950.0,264.0,800.0,1.0,1.0,0.0,60000.0,False,False,False,True,False
5.0,1954.0,1954.0,811.0,1387.0,2.0,0.0,256.0,93000.0,False,False,False,True,False
5.0,1910.0,1950.0,796.0,796.0,1.0,0.0,0.0,85000.0,False,False,True,False,False
8.0,2006.0,2006.0,1520.0,1567.0,2.0,1.0,648.0,264561.0,False,False,True,False,False
8.0,2003.0,2004.0,1518.0,1518.0,1.0,1.0,588.0,274000.0,False,False,True,False,False
7.0,2001.0,2001.0,1057.0,1929.0,2.0,1.0,650.0,226000.0,True,False,False,False,False
8.0,1972.0,1995.0,1952.0,2704.0,2.0,3.0,538.0,345000.0,False,False,True,False,False
5.0,1969.0,1969.0,780.0,1620.0,2.0,0.0,462.0,152000.0,False,False,True,False,False
9.0,2009.0,2009.0,1766.0,1766.0,2.0,1.0,478.0,370878.0,True,False,False,False,False
6.0,1971.0,1971.0,981.0,981.0,1.0,0.0,576.0,143250.0,False,False,True,False,False
5.0,1950.0,1950.0,0.0,1048.0,1.0,0.0,420.0,98300.0,False,False,True,False,False
6.0,1953.0,1953.0,1094.0,1094.0,1.0,2.0,495.0,155000.0,False,False,True,False,False
6.0,1966.0,1966.0,756.0,1839.0,1.0,1.0,442.0,155000.0,False,False,True,False,False
4.0,1970.0,1970.0,630.0,630.0,1.0,0.0,0.0,84500.0,False,False,False,True,False
7.0,2007.0,2007.0,813.0,1665.0,2.0,0.0,562.0,205950.0,True,False,False,False,False
4.0,1940.0,1950.0,755.0,1510.0,1.0,1.0,296.0,108000.0,False,False,True,False,False
7.0,1996.0,1996.0,880.0,1716.0,2.0,1.0,512.0,191000.0,False,False,True,False,False
6.0,1906.0,1995.0,756.0,1469.0,1.0,0.0,216.0,135000.0,False,False,False,True,False
8.0,1995.0,1995.0,2109.0,2113.0,2.0,1.0,839.0,350000.0,False,False,True,False,False
6.0,1971.0,1971.0,525.0,1092.0,1.0,0.0,264.0,88000.0,False,False,False,True,False
5.0,1959.0,2006.0,1053.0,1053.0,1.0,0.0,312.0,145500.0,False,False,True,False,False
7.0,1931.0,2000.0,776.0,1502.0,1.0,1.0,270.0,149000.0,False,False,True,False,False
6.0,1948.0,1950.0,912.0,1458.0,1.0,1.0,330.0,97500.0,False,False,True,False,False
5.0,1964.0,1999.0,1486.0,1486.0,1.0,0.0,480.0,167000.0,False,False,True,False,False
7.0,1976.0,1976.0,793.0,1935.0,2.0,1.0,550.0,197900.0,False,False,True,False,False
8.0,1994.0,2005.0,1629.0,2448.0,2.0,1.0,711.0,402000.0,False,False,True,False,False
6.0,1968.0,1968.0,1392.0,1392.0,1.0,2.0,576.0,110000.0,False,False,True,False,False
4.0,1972.0,1972.0,1138.0,1181.0,2.0,0.0,588.0,137500.0,False,False,True,False,False
8.0,2005.0,2006.0,2077.0,2097.0,1.0,1.0,1134.0,423000.0,False,False,True,False,False
8.0,2000.0,2000.0,1406.0,1936.0,2.0,1.0,504.0,230500.0,False,False,True,False,False
6.0,1965.0,1979.0,1021.0,2380.0,2.0,1.0,596.0,129000.0,False,False,True,False,False
6.0,1994.0,1998.0,1408.0,1679.0,2.0,1.0,575.0,193500.0,False,False,True,False,False
5.0,1956.0,1987.0,1188.0,1437.0,1.0,1.0,576.0,168000.0,False,False,True,False,False
4.0,1922.0,1950.0,700.0,1180.0,1.0,1.0,252.0,137500.0,False,False,True,False,False
6.0,2005.0,2005.0,738.0,1476.0,2.0,0.0,540.0,173500.0,False,False,True,False,False
6.0,1925.0,1950.0,672.0,1369.0,2.0,0.0,300.0,103600.0,False,True,False,False,False
6.0,1977.0,1977.0,1208.0,1208.0,1.0,1.0,546.0,165000.0,False,False,True,False,False
6.0,1957.0,2004.0,1477.0,1839.0,2.0,2.0,416.0,257500.0,False,False,True,False,False
6.0,1965.0,1965.0,1136.0,1136.0,1.0,1.0,384.0,140000.0,False,False,True,False,False
6.0,1978.0,1978.0,855.0,1441.0,2.0,1.0,440.0,148500.0,False,False,True,False,False
4.0,1900.0,1950.0,1095.0,1774.0,2.0,0.0,779.0,87000.0,False,False,False,True,False
5.0,1924.0,2006.0,768.0,792.0,1.0,0.0,240.0,109500.0,False,False,True,False,False
8.0,2008.0,2008.0,2046.0,2046.0,2.0,1.0,834.0,372500.0,False,False,True,False,False
5.0,1961.0,1961.0,988.0,988.0,1.0,0.0,572.0,128500.0,False,False,True,False,False
6.0,1980.0,1980.0,923.0,923.0,2.0,1.0,264.0,143000.0,False,False,True,False,False
5.0,1932.0,2000.0,793.0,1520.0,1.0,0.0,281.0,159434.0,False,True,False,False,False
6.0,1996.0,1997.0,1291.0,1291.0,1.0,1.0,431.0,173000.0,False,False,True,False,False
9.0,2002.0,2002.0,1626.0,1668.0,2.0,1.0,702.0,285000.0,False,False,True,False,False
7.0,1998.0,1998.0,1195.0,1839.0,2.0,0.0,486.0,221000.0,False,False,True,False,False
7.0,1984.0,1984.0,1190.0,2090.0,2.0,1.0,577.0,207500.0,False,False,True,False,False
7.0,2007.0,2007.0,874.0,1761.0,3.0,0.0,578.0,227875.0,True,False,False,False,False
7.0,2004.0,2004.0,551.0,1102.0,2.0,0.0,480.0,148800.0,True,False,False,False,False
8.0,2007.0,2007.0,1419.0,1419.0,2.0,1.0,567.0,392000.0,False,False,True,False,False
6.0,2005.0,2006.0,1362.0,1362.0,2.0,1.0,460.0,194700.0,False,False,True,False,False
6.0,2004.0,2004.0,848.0,848.0,1.0,1.0,420.0,141000.0,False,False,False,True,False
10.0,1994.0,1995.0,2444.0,4316.0,3.0,2.0,832.0,755000.0,False,False,True,False,False
7.0,1989.0,1990.0,1210.0,2519.0,2.0,2.0,628.0,335000.0,False,False,True,False,False
5.0,1921.0,1968.0,1073.0,1073.0,1.0,0.0,326.0,108480.0,False,False,True,False,False
5.0,1936.0,1950.0,927.0,1539.0,1.0,0.0,576.0,141500.0,False,False,False,True,False
6.0,1987.0,1987.0,1112.0,1137.0,2.0,1.0,551.0,176000.0,False,False,True,False,False
5.0,1921.0,1950.0,616.0,616.0,1.0,0.0,205.0,89000.0,False,False,False,True,False
5.0,1952.0,1952.0,980.0,1148.0,1.0,0.0,308.0,123500.0,False,False,True,False,False
5.0,1965.0,2009.0,894.0,894.0,1.0,1.0,336.0,138500.0,False,False,True,False,False
7.0,2004.0,2004.0,1391.0,1391.0,2.0,0.0,530.0,196000.0,True,False,False,False,False
8.0,2002.0,2002.0,1800.0,1800.0,2.0,1.0,765.0,312500.0,False,False,True,False,False
7.0,1969.0,1969.0,1164.0,1164.0,1.0,0.0,528.0,140000.0,False,False,True,False,False
8.0,2006.0,2006.0,1234.0,2576.0,2.0,1.0,666.0,361919.0,False,False,True,False,False
5.0,1900.0,1996.0,360.0,1812.0,2.0,1.0,672.0,140000.0,False,False,False,True,False
7.0,2004.0,2005.0,1473.0,1484.0,2.0,0.0,606.0,213000.0,False,False,True,False,False
4.0,1930.0,1950.0,0.0,1092.0,2.0,0.0,0.0,55000.0,False,False,False,True,False
7.0,1971.0,2002.0,1643.0,1824.0,2.0,2.0,739.0,302000.0,False,False,True,False,False
8.0,2006.0,2006.0,1324.0,1324.0,2.0,1.0,550.0,254000.0,False,False,True,False,False
7.0,2007.0,2007.0,728.0,1456.0,2.0,1.0,400.0,179540.0,False,False,True,False,False
5.0,1966.0,1966.0,876.0,904.0,1.0,0.0,408.0,109900.0,False,False,True,False,False
3.0,1935.0,2003.0,270.0,729.0,1.0,0.0,0.0,52000.0,False,False,True,False,False
4.0,1900.0,1950.0,859.0,1178.0,1.0,0.0,384.0,102776.0,False,False,False,False,False
8.0,1988.0,1989.0,1228.0,1228.0,2.0,1.0,472.0,189000.0,False,False,True,False,False
4.0,1970.0,1970.0,960.0,960.0,1.0,0.0,576.0,129000.0,False,False,True,False,False
6.0,1976.0,2005.0,725.0,1479.0,2.0,0.0,475.0,130500.0,False,False,True,False,False
6.0,1974.0,1974.0,1064.0,1350.0,2.0,1.0,478.0,165000.0,False,False,True,False,False
7.0,1890.0,1998.0,718.0,2554.0,1.0,0.0,704.0,159500.0,False,False,False,True,False
5.0,1973.0,2000.0,1176.0,1178.0,1.0,1.0,439.0,157000.0,False,False,True,False,False
7.0,1993.0,1994.0,1311.0,2418.0,2.0,1.0,983.0,341000.0,False,False,True,False,False
5.0,1969.0,1969.0,971.0,971.0,1.0,1.0,300.0,128500.0,False,False,True,False,False
8.0,1985.0,1985.0,1742.0,1742.0,2.0,1.0,564.0,275000.0,False,False,True,False,False
6.0,2004.0,2004.0,848.0,848.0,1.0,0.0,420.0,143000.0,False,False,False,True,False
4.0,1970.0,1970.0,864.0,864.0,1.0,0.0,463.0,124500.0,False,False,True,False,False
4.0,1954.0,1972.0,941.0,1470.0,2.0,0.0,548.0,135000.0,False,False,True,False,False
9.0,2007.0,2008.0,1698.0,1698.0,2.0,1.0,768.0,320000.0,False,False,True,False,False
4.0,1970.0,1970.0,864.0,864.0,1.0,0.0,660.0,120500.0,False,False,True,False,False
6.0,1988.0,2007.0,880.0,1680.0,2.0,1.0,540.0,222000.0,False,False,True,False,False
7.0,2007.0,2007.0,1232.0,1232.0,2.0,0.0,632.0,194500.0,False,False,True,False,False
5.0,1958.0,1958.0,1584.0,1776.0,2.0,0.0,888.0,110000.0,False,False,True,False,False
4.0,1925.0,1950.0,780.0,1208.0,1.0,0.0,539.0,103000.0,False,False,False,True,False
8.0,1995.0,1996.0,1595.0,1616.0,2.0,1.0,608.0,236500.0,False,False,True,False,False
7.0,2003.0,2003.0,868.0,1146.0,2.0,1.0,438.0,187500.0,False,False,True,False,False
7.0,1998.0,1999.0,1153.0,2031.0,2.0,1.0,541.0,222500.0,False,False,True,False,False
5.0,1961.0,1983.0,864.0,1144.0,1.0,1.0,264.0,131400.0,False,False,True,False,False
5.0,1968.0,1968.0,948.0,948.0,1.0,0.0,300.0,108000.0,False,False,True,False,False
7.0,1914.0,1970.0,880.0,1768.0,1.0,2.0,320.0,163000.0,False,False,False,True,False
3.0,1950.0,1950.0,0.0,1040.0,2.0,0.0,400.0,93500.0,False,False,True,False,False
8.0,2005.0,2005.0,893.0,1801.0,2.0,1.0,800.0,239900.0,False,False,True,False,False
5.0,1987.0,1988.0,1200.0,1200.0,3.0,0.0,0.0,179000.0,False,False,True,False,False
7.0,2004.0,2004.0,864.0,1728.0,2.0,0.0,572.0,190000.0,False,False,True,False,False
5.0,1910.0,2002.0,264.0,1432.0,2.0,0.0,360.0,132000.0,False,False,False,True,False
6.0,1961.0,1996.0,912.0,912.0,1.0,0.0,288.0,142000.0,False,False,True,False,False
7.0,2000.0,2001.0,1349.0,1349.0,2.0,0.0,539.0,179000.0,False,False,True,False,False
5.0,1963.0,1999.0,520.0,1464.0,2.0,1.0,480.0,175000.0,False,False,True,False,False
8.0,1993.0,1993.0,1337.0,1337.0,2.0,1.0,462.0,180000.0,False,False,True,False,False
8.0,1976.0,1996.0,1142.0,2715.0,3.0,2.0,831.0,299800.0,False,False,True,False,False
7.0,2000.0,2000.0,952.0,2256.0,2.0,1.0,554.0,236000.0,False,False,True,False,False
7.0,1880.0,2003.0,1240.0,2640.0,1.0,1.0,864.0,265979.0,False,False,False,True,False
7.0,1996.0,1996.0,1720.0,1720.0,2.0,1.0,527.0,260400.0,False,False,True,False,False
4.0,1945.0,1950.0,0.0,1529.0,2.0,0.0,240.0,98000.0,False,False,True,False,False
4.0,1910.0,2004.0,576.0,1140.0,1.0,0.0,0.0,96500.0,False,False,False,True,False
7.0,2003.0,2003.0,660.0,1320.0,2.0,0.0,400.0,162000.0,False,False,True,False,False
6.0,1997.0,1997.0,1479.0,1494.0,2.0,0.0,576.0,217000.0,False,False,True,False,False
8.0,2005.0,2005.0,1030.0,2098.0,2.0,1.0,878.0,275500.0,False,False,True,False,False
6.0,1969.0,2005.0,1026.0,1026.0,1.0,0.0,440.0,156000.0,False,False,True,False,False
6.0,1999.0,1999.0,729.0,1471.0,2.0,0.0,440.0,172500.0,True,False,False,False,False
8.0,2007.0,2007.0,866.0,1768.0,2.0,0.0,578.0,212000.0,False,False,True,False,False
6.0,1978.0,1978.0,672.0,1386.0,2.0,1.0,440.0,158900.0,False,False,True,False,False
7.0,1999.0,1999.0,744.0,1501.0,2.0,0.0,440.0,179400.0,True,False,False,False,False
8.0,1995.0,1995.0,1318.0,2531.0,2.0,1.0,752.0,290000.0,False,False,True,False,False
6.0,1959.0,1959.0,864.0,864.0,1.0,0.0,300.0,127500.0,False,False,True,False,False
5.0,1924.0,1950.0,1145.0,1301.0,1.0,0.0,440.0,100000.0,False,False,False,True,False
7.0,2009.0,2009.0,756.0,1547.0,2.0,0.0,614.0,215200.0,True,False,False,False,False
8.0,1999.0,1999.0,1252.0,2365.0,2.0,1.0,856.0,337000.0,False,False,True,False,False
8.0,1995.0,1996.0,1494.0,1494.0,1.0,1.0,481.0,270000.0,False,False,True,False,False
9.0,2008.0,2008.0,1498.0,1506.0,2.0,1.0,592.0,264132.0,False,False,True,False,False
7.0,1988.0,1988.0,980.0,1714.0,2.0,1.0,496.0,196500.0,False,False,True,False,False
6.0,1940.0,1985.0,983.0,1750.0,2.0,0.0,423.0,160000.0,False,False,True,False,False
7.0,2004.0,2005.0,1860.0,1836.0,2.0,1.0,484.0,216837.0,False,False,True,False,False
8.0,2003.0,2003.0,1650.0,3279.0,3.0,1.0,841.0,538000.0,False,False,True,False,False
5.0,1982.0,1982.0,858.0,858.0,1.0,0.0,576.0,134900.0,False,False,True,False,False
4.0,1951.0,1951.0,836.0,1220.0,1.0,0.0,396.0,102000.0,False,False,True,False,False
6.0,1976.0,1976.0,1029.0,1117.0,1.0,1.0,672.0,107000.0,False,False,True,False,False
5.0,1958.0,1958.0,912.0,912.0,1.0,0.0,275.0,114500.0,False,False,True,False,False
8.0,2006.0,2006.0,1935.0,1973.0,2.0,1.0,895.0,395000.0,False,False,True,False,False
6.0,1998.0,1998.0,1204.0,1204.0,2.0,0.0,412.0,162000.0,False,False,False,True,False
7.0,2005.0,2006.0,1614.0,1614.0,2.0,0.0,865.0,221500.0,False,False,True,False,False
5.0,1974.0,1974.0,864.0,894.0,1.0,1.0,440.0,142500.0,False,False,True,False,False
5.0,1977.0,1977.0,0.0,2020.0,2.0,2.0,630.0,144000.0,False,True,False,False,False
6.0,1977.0,1977.0,975.0,1004.0,1.0,0.0,504.0,135000.0,False,False,True,False,False
7.0,1995.0,1996.0,1237.0,1253.0,2.0,1.0,402.0,176000.0,False,False,True,False,False
6.0,1992.0,1992.0,761.0,1603.0,2.0,0.0,484.0,175900.0,False,False,True,False,False
7.0,2001.0,2002.0,1413.0,1430.0,2.0,0.0,605.0,187100.0,False,False,True,False,False
5.0,1978.0,1978.0,1097.0,1110.0,1.0,1.0,602.0,165500.0,False,False,True,False,False
6.0,1914.0,2001.0,742.0,1484.0,2.0,1.0,0.0,128000.0,False,False,False,True,False
6.0,1967.0,1967.0,1372.0,1342.0,2.0,1.0,457.0,161500.0,False,False,True,False,False
5.0,1915.0,1950.0,686.0,1652.0,2.0,0.0,416.0,139000.0,False,False,False,True,False
7.0,2004.0,2004.0,956.0,2084.0,2.0,0.0,618.0,233000.0,False,False,True,False,False
4.0,1954.0,2000.0,901.0,901.0,1.0,0.0,281.0,107900.0,False,False,False,True,False
6.0,1966.0,2007.0,832.0,2087.0,2.0,0.0,444.0,187500.0,False,False,True,False,False
7.0,2005.0,2006.0,1145.0,1145.0,2.0,1.0,397.0,160200.0,False,False,True,False,False
6.0,1976.0,1976.0,1029.0,1062.0,1.0,2.0,539.0,146800.0,False,False,True,False,False
7.0,1996.0,1997.0,1117.0,2013.0,2.0,1.0,455.0,269790.0,False,False,True,False,False
8.0,2007.0,2007.0,1496.0,1496.0,2.0,0.0,474.0,225000.0,False,False,True,False,False
7.0,1994.0,1996.0,712.0,1895.0,2.0,1.0,409.0,194500.0,False,False,True,False,False
6.0,1980.0,1981.0,650.0,1564.0,2.0,1.0,476.0,171000.0,False,False,True,False,False
6.0,1977.0,1977.0,660.0,1285.0,1.0,1.0,528.0,143500.0,False,False,True,False,False
5.0,1953.0,1953.0,773.0,773.0,1.0,0.0,240.0,110000.0,False,False,True,False,False
9.0,2008.0,2009.0,1926.0,3140.0,3.0,2.0,820.0,485000.0,False,False,True,False,False
5.0,1937.0,1950.0,731.0,1768.0,1.0,2.0,240.0,175000.0,False,False,True,False,False
6.0,1997.0,1997.0,616.0,1688.0,2.0,0.0,603.0,200000.0,False,False,True,False,False
4.0,1916.0,1990.0,1196.0,1196.0,1.0,0.0,440.0,109900.0,False,False,False,True,False
7.0,2005.0,2005.0,728.0,1456.0,2.0,1.0,410.0,189000.0,False,False,True,False,False
9.0,2008.0,2009.0,1734.0,2822.0,3.0,1.0,1020.0,582933.0,False,False,True,False,False
5.0,1954.0,1954.0,936.0,1128.0,1.0,0.0,286.0,118000.0,False,False,True,False,False
7.0,2008.0,2008.0,1417.0,1428.0,2.0,0.0,554.0,227680.0,False,False,True,False,False
5.0,1967.0,1967.0,980.0,980.0,2.0,0.0,384.0,135500.0,False,False,True,False,False
5.0,1923.0,2004.0,1324.0,1576.0,1.0,1.0,528.0,223500.0,False,False,True,False,False
5.0,1966.0,1966.0,1024.0,1086.0,1.0,1.0,484.0,159950.0,False,False,True,False,False
5.0,1898.0,1965.0,849.0,2138.0,2.0,0.0,360.0,106000.0,False,False,False,True,False
6.0,1974.0,1999.0,1040.0,1309.0,1.0,1.0,484.0,181000.0,False,False,True,False,False
6.0,2004.0,2004.0,848.0,848.0,1.0,1.0,420.0,144500.0,False,False,False,True,False
5.0,1952.0,1952.0,540.0,1044.0,1.0,0.0,504.0,55993.0,False,False,False,False,False
6.0,1958.0,1958.0,1442.0,1442.0,1.0,0.0,301.0,157900.0,False,False,True,False,False
5.0,1918.0,1950.0,686.0,1250.0,1.0,0.0,280.0,116000.0,False,False,True,False,False
7.0,1998.0,1998.0,1649.0,1661.0,2.0,0.0,598.0,224900.0,False,False,True,False,False
5.0,1954.0,1954.0,1008.0,1008.0,1.0,1.0,275.0,137000.0,False,False,True,False,False
8.0,2002.0,2002.0,1568.0,1689.0,2.0,2.0,857.0,271000.0,False,False,True,False,False
6.0,1971.0,1971.0,1010.0,1052.0,1.0,0.0,440.0,155000.0,False,False,True,False,False
7.0,2009.0,2010.0,1358.0,1358.0,2.0,1.0,484.0,224000.0,False,False,True,False,False
7.0,2003.0,2003.0,798.0,1640.0,2.0,0.0,595.0,183000.0,False,False,True,False,False
4.0,1953.0,1953.0,936.0,936.0,1.0,0.0,576.0,93000.0,False,False,False,True,False
7.0,2003.0,2003.0,847.0,1733.0,2.0,1.0,433.0,225000.0,False,False,True,False,False
